Country,Continent,Year,GDP per capita,Mortality,GDP
Iraq,AS,1974,6097,9.41,65566679040
Iraq,AS,1975,6878,8.98,76468256768
Iraq,AS,1976,8007,8.57,92032417792
Iraq,AS,1977,7957,8.19,94552358912
Iraq,AS,1978,9075,7.84,1.12E+11
Iraq,AS,1979,10769,7.52,1.38E+11
Iraq,AS,1980,10165,7.22,1.35E+11
Iraq,AS,1981,8035,6.95,1.1E+11
Iraq,AS,1982,7704,6.7,1.09E+11
Iraq,AS,1983,6805,6.48,99708346368
Iraq,AS,1984,6593,6.27,99953483776
Iraq,AS,1985,6268,6.07,98367610880
Iraq,AS,1986,5992,5.9,97354063872
Iraq,AS,1987,6052,5.74,1E+11
Iraq,AS,1988,4635,5.59,78971518976
Iraq,AS,1989,4098,5.46,71995359232
Iraq,AS,1990,3918,5.35,71051763712
Iraq,AS,1991,1518.742065,5.24,28285614080
Iraq,AS,1992,2046.180908,5.14,39202230272
Iraq,AS,1993,2132.382324,5.04,42079948800
Iraq,AS,1994,2108.538086,4.95,42891943936
Iraq,AS,1995,1996.927856,4.86,41889726464
Iraq,AS,1996,2337.522705,4.77,50576642048
Iraq,AS,1997,2337.947998,4.68,52183760896
Iraq,AS,1998,2794.786621,4.58,64343797760
Iraq,AS,1999,3157.112549,4.49,74946027520
Iraq,AS,2000,3649.49292,4.4,89277112320
Iraq,AS,2001,4147.648438,4.31,1.05E+11
Iraq,AS,2002,4631.652344,4.22,1.2E+11
Iraq,AS,2003,3782.452637,4.14,1.01E+11
Iraq,AS,2004,6061.554688,4.05,1.66E+11
Iraq,AS,2005,6441.410156,3.96,1.81E+11
Iraq,AS,2006,7117.613281,3.87,2.03E+11
Iraq,AS,2007,7587.605469,3.78,2.2E+11
Iraq,AS,2008,8587.264648,3.68,2.54E+11
Iraq,AS,2009,9268.708984,3.57,2.8E+11
Iraq,AS,2010,10274.33008,3.46,3.18E+11
Iraq,AS,2011,11484,3.36,3.67E+11
Iraq,AS,2012,12652,3.25,4.2E+11
Iraq,AS,2013,13158,3.15,4.54E+11
Iraq,AS,2014,12817,3.05,4.59E+11
Iraq,AS,2015,13014,2.95,4.82E+11
Iraq,AS,2016,13898,2.86,5.3E+11
Iraq,AS,2017,13211.2627,2.77,5.17E+11
Iraq,AS,2018,12835.8125,2.68,5.14E+11
Ireland,EU,1960,6825,3.53,19328399360
Ireland,EU,1961,7186,3.38,20252303360
Ireland,EU,1962,7390,3.25,20913700864
Ireland,EU,1963,7685,3.13,21902249984
Ireland,EU,1964,7948,3,22763071488
Ireland,EU,1965,8051,2.86,23154675712
Ireland,EU,1966,8097,2.71,23351748608
Ireland,EU,1967,8531,2.55,24740753408
Ireland,EU,1968,9197,2.41,26786263040
Ireland,EU,1969,9706,2.3,28395874304
Ireland,EU,1970,9881,2.22,29149937664
Ireland,EU,1971,10128,2.17,30164221952
Ireland,EU,1972,10621,2.14,32122152960
Ireland,EU,1973,10946,2.11,33639247872
Ireland,EU,1974,11225,2.06,35069145088
Ireland,EU,1975,11662,2,37053673472
Ireland,EU,1976,11639,1.91,37568364544
Ireland,EU,1977,12425,1.81,40653357056
Ireland,EU,1978,13150,1.69,43579101184
Ireland,EU,1979,13335,1.55,44914946048
Ireland,EU,1980,13614,1.43,46301212672
Ireland,EU,1981,13893,1.32,47839154176
Ireland,EU,1982,14061,1.24,48932278272
Ireland,EU,1983,13931,1.17,48814223360
Ireland,EU,1984,14435,1.11,50941116416
Ireland,EU,1985,14834,1.07,52512358400
Ireland,EU,1986,14768,1.04,52286103552
Ireland,EU,1987,15458,1.02,54719774720
Ireland,EU,1988,16313,0.99,57578364928
Ireland,EU,1989,17343,0.96,60929429504
Ireland,EU,1990,18838,0.92,66087473152
Ireland,EU,1991,19253.94336,0.87,67936149504
Ireland,EU,1992,20032.71875,0.81,71167893504
Ireland,EU,1993,20627.07813,0.77,73646604288
Ireland,EU,1994,22004.81445,0.74,78875959296
Ireland,EU,1995,24266.14258,0.73,87428767744
Ireland,EU,1996,26562.9082,0.73,96464093184
Ireland,EU,1997,29455.91992,0.73,1.08E+11
Ireland,EU,1998,31908.64844,0.73,1.18E+11
Ireland,EU,1999,35377.16406,0.73,1.33E+11
Ireland,EU,2000,38806.5,0.71,1.47E+11
Ireland,EU,2001,40966.33203,0.69,1.58E+11
Ireland,EU,2002,43012.81641,0.65,1.69E+11
Ireland,EU,2003,44372.75781,0.6,1.77E+11
Ireland,EU,2004,47028.86328,0.56,1.91E+11
Ireland,EU,2005,49223.38281,0.52,2.04E+11
Ireland,EU,2006,51296.19531,0.49,2.19E+11
Ireland,EU,2007,52322.23047,0.46,2.3E+11
Ireland,EU,2008,49583.14063,0.44,2.22E+11
Ireland,EU,2009,47375.73438,0.43,2.15E+11
Ireland,EU,2010,48623.80859,0.42,2.21E+11
Ireland,EU,2011,48980,0.41,2.24E+11
Ireland,EU,2012,48333,0.4,2.22E+11
Ireland,EU,2013,48743,0.39,2.25E+11
Ireland,EU,2014,52651,0.38,2.45E+11
Ireland,EU,2015,54278,0.37,2.55E+11
Ireland,EU,2016,56597,0.36,2.69E+11
Ireland,EU,2017,60544.27734,0.35,2.91E+11
Ireland,EU,2018,64684.30078,0.34,3.14E+11
Israel,AS,1960,7433,4.2,15917731840
Israel,AS,1961,7964,3.96,17656586240
Israel,AS,1962,8396,3.73,19402350592
Israel,AS,1963,8915,3.53,21455390720
Israel,AS,1964,9430,3.36,23558017024
Israel,AS,1965,9997,3.22,25774104576
Israel,AS,1966,9867,3.11,26059960320
Israel,AS,1967,9918,3.03,26714976256
Israel,AS,1968,11210,2.96,30793713664
Israel,AS,1969,12310,2.91,34677899264
Israel,AS,1970,12913,2.86,37492043776
Israel,AS,1971,13885,2.81,41612218368
Israel,AS,1972,15108,2.77,46772752384
Israel,AS,1973,15374,2.72,49156997120
Israel,AS,1974,15980,2.64,52506460160
Israel,AS,1975,16176,2.53,54258216960
Israel,AS,1976,16053,2.37,54959611904
Israel,AS,1977,15721,2.19,54959325184
Israel,AS,1978,16139,2.04,57612681216
Israel,AS,1979,16761,1.91,61235978240
Israel,AS,1980,17508,1.81,65435676672
Israel,AS,1981,18103,1.73,68815618048
Israel,AS,1982,18155,1.66,70049636352
Israel,AS,1983,18468,1.59,72521859072
Israel,AS,1984,18305,1.52,73171255296
Israel,AS,1985,18605,1.44,75693883392
Israel,AS,1986,19160,1.37,79316328448
Israel,AS,1987,20196,1.3,85032771584
Israel,AS,1988,20256,1.25,86737059840
Israel,AS,1989,20091,1.21,87503233024
Israel,AS,1990,20829,1.16,93268262912
Israel,AS,1991,20912.94141,1.11,97249247232
Israel,AS,1992,21531.5957,1.05,1.04E+11
Israel,AS,1993,21484.97852,0.99,1.07E+11
Israel,AS,1994,22128.80469,0.92,1.15E+11
Israel,AS,1995,23378.16016,0.86,1.25E+11
Israel,AS,1996,23979.99609,0.82,1.32E+11
Israel,AS,1997,24226.73047,0.78,1.37E+11
Israel,AS,1998,24506.16016,0.75,1.43E+11
Israel,AS,1999,24644.20508,0.72,1.47E+11
Israel,AS,2000,26058.83984,0.69,1.6E+11
Israel,AS,2001,25427.32031,0.66,1.59E+11
Israel,AS,2002,24823.55273,0.64,1.58E+11
Israel,AS,2003,24545.24414,0.61,1.6E+11
Israel,AS,2004,25210.87891,0.58,1.67E+11
Israel,AS,2005,25686.40625,0.56,1.73E+11
Israel,AS,2006,26571.25586,0.53,1.83E+11
Israel,AS,2007,27624.88281,0.51,1.94E+11
Israel,AS,2008,27857.61914,0.49,1.99E+11
Israel,AS,2009,27644.69727,0.47,2.01E+11
Israel,AS,2010,28575.53125,0.46,2.11E+11
Israel,AS,2011,29370,0.44,2.21E+11
Israel,AS,2012,29517,0.43,2.27E+11
Israel,AS,2013,30257,0.41,2.37E+11
Israel,AS,2014,30686,0.4,2.44E+11
Israel,AS,2015,30954,0.39,2.5E+11
Israel,AS,2016,31701,0.38,2.6E+11
Israel,AS,2017,32339.0918,0.38,2.7E+11
Israel,AS,2018,32954.76953,0.37,2.79E+11
Italy,EU,1960,9430,5.19,4.73E+11
Italy,EU,1961,10158,4.98,5.13E+11
Italy,EU,1962,10882,4.76,5.53E+11
Italy,EU,1963,11576,4.54,5.93E+11
Italy,EU,1964,11934,4.32,6.16E+11
Italy,EU,1965,12111,4.11,6.3E+11
Italy,EU,1966,12659,3.93,6.62E+11
Italy,EU,1967,13476,3.78,7.1E+11
Italy,EU,1968,14513,3.64,7.69E+11
Italy,EU,1969,15248,3.51,8.13E+11
Italy,EU,1970,15492,3.35,8.31E+11
Italy,EU,1971,15683,3.18,8.47E+11
Italy,EU,1972,16035,2.98,8.72E+11
Italy,EU,1973,16950,2.76,9.29E+11
Italy,EU,1974,17607,2.53,9.72E+11
Italy,EU,1975,17123,2.31,9.52E+11
Italy,EU,1976,18147,2.11,1.01E+12
Italy,EU,1977,18599,1.95,1.04E+12
Italy,EU,1978,19230,1.82,1.08E+12
Italy,EU,1979,20275,1.7,1.14E+12
Italy,EU,1980,20959,1.61,1.18E+12
Italy,EU,1981,21041,1.52,1.19E+12
Italy,EU,1982,21123,1.43,1.19E+12
Italy,EU,1983,21345,1.35,1.21E+12
Italy,EU,1984,21868,1.27,1.24E+12
Italy,EU,1985,22469,1.2,1.27E+12
Italy,EU,1986,23106,1.14,1.31E+12
Italy,EU,1987,23824,1.08,1.35E+12
Italy,EU,1988,24743,1.04,1.4E+12
Italy,EU,1989,25454,1,1.44E+12
Italy,EU,1990,26003,0.97,1.48E+12
Italy,EU,1991,26570.36328,0.93,1.51E+12
Italy,EU,1992,26960.61133,0.89,1.53E+12
Italy,EU,1993,26902.39844,0.85,1.53E+12
Italy,EU,1994,27668.25781,0.8,1.57E+12
Italy,EU,1995,28666.35156,0.75,1.63E+12
Italy,EU,1996,29231.27539,0.7,1.66E+12
Italy,EU,1997,29960.69922,0.66,1.71E+12
Italy,EU,1998,30649.62891,0.62,1.74E+12
Italy,EU,1999,31340.48047,0.59,1.78E+12
Italy,EU,2000,32716.98047,0.56,1.86E+12
Italy,EU,2001,33511.43359,0.53,1.91E+12
Italy,EU,2002,33780.05469,0.5,1.93E+12
Italy,EU,2003,33917.80078,0.48,1.94E+12
Italy,EU,2004,34472.12891,0.46,1.99E+12
Italy,EU,2005,34872.125,0.45,2.02E+12
Italy,EU,2006,35713.80469,0.43,2.08E+12
Italy,EU,2007,36310.73438,0.42,2.12E+12
Italy,EU,2008,35942.9375,0.41,2.12E+12
Italy,EU,2009,34055.22656,0.41,2.01E+12
Italy,EU,2010,34765.9375,0.4,2.06E+12
Italy,EU,2011,35151,0.39,2.09E+12
Italy,EU,2012,34068,0.38,2.03E+12
Italy,EU,2013,33094,0.37,1.99E+12
Italy,EU,2014,32829,0.36,2E+12
Italy,EU,2015,33118,0.35,2.01E+12
Italy,EU,2016,33419,0.34,2.03E+12
Italy,EU,2017,34027.33594,0.33,2.06E+12
Italy,EU,2018,34364.16797,0.32,2.08E+12
Jamaica,NA,1960,4230,8.29,6902446080
Jamaica,NA,1961,4307,7.94,7097582592
Jamaica,NA,1962,4339,7.61,7224990208
Jamaica,NA,1963,4395,7.32,7462037504
Jamaica,NA,1964,4629,7.05,8049817088
Jamaica,NA,1965,4894,6.8,8698580992
Jamaica,NA,1966,4988,6.57,9078568960
Jamaica,NA,1967,5066,6.35,9428312064
Jamaica,NA,1968,5235,6.13,9912351744
Jamaica,NA,1969,5547,5.92,10648103936
Jamaica,NA,1970,6135,5.71,11925133312
Jamaica,NA,1971,6062,5.5,11924026368
Jamaica,NA,1972,6150,5.29,12285338624
Jamaica,NA,1973,6583,5.1,13405469696
Jamaica,NA,1974,6229,4.92,12901168128
Jamaica,NA,1975,6129,4.75,12900803584
Jamaica,NA,1976,5681,4.6,12119777280
Jamaica,NA,1977,5501,4.45,11864633344
Jamaica,NA,1978,5482,4.32,11947695104
Jamaica,NA,1979,5318,4.19,11738129408
Jamaica,NA,1980,4975,4.06,11088294912
Jamaica,NA,1981,5040,3.95,11382174720
Jamaica,NA,1982,5019,3.83,11535212544
Jamaica,NA,1983,5117,3.72,11802647552
Jamaica,NA,1984,5059,3.62,11703298048
Jamaica,NA,1985,4814,3.52,11161991168
Jamaica,NA,1986,4884,3.41,11346420736
Jamaica,NA,1987,5254,3.32,12223987712
Jamaica,NA,1988,5397,3.22,12576229376
Jamaica,NA,1989,5748,3.13,13436047360
Jamaica,NA,1990,6035,3.03,14169709568
Jamaica,NA,1991,6116.583496,2.94,14561161216
Jamaica,NA,1992,6292.028809,2.85,15185282048
Jamaica,NA,1993,6414.475098,2.76,15692845056
Jamaica,NA,1994,6517.051758,2.67,16160345088
Jamaica,NA,1995,6656.283203,2.58,16727488512
Jamaica,NA,1996,6648.933105,2.5,16930953216
Jamaica,NA,1997,6523.63623,2.42,16826990592
Jamaica,NA,1998,6432.652832,2.34,16799006720
Jamaica,NA,1999,6485.322754,2.27,17139270656
Jamaica,NA,2000,6531.284668,2.2,17441458176
Jamaica,NA,2001,6615.192871,2.14,17823879168
Jamaica,NA,2002,6660.763184,2.09,18032736256
Jamaica,NA,2003,6908.666992,2.05,18718085120
Jamaica,NA,2004,7004.984375,2.01,18987051008
Jamaica,NA,2005,7073.770508,1.98,19174920192
Jamaica,NA,2006,7286.966797,1.96,19747219456
Jamaica,NA,2007,7402.178223,1.93,20046346240
Jamaica,NA,2008,7353.106934,1.9,19893166080
Jamaica,NA,2009,7115.373047,1.86,19223476224
Jamaica,NA,2010,7025.930176,1.81,18949013504
Jamaica,NA,2011,7141,1.76,19220332544
Jamaica,NA,2012,7053,1.72,18945521664
Jamaica,NA,2013,7017,1.67,18817073152
Jamaica,NA,2014,7005,1.62,18759622656
Jamaica,NA,2015,7024,1.56,18792005632
Jamaica,NA,2016,7084,1.52,18942029824
Jamaica,NA,2017,7135.179688,1.47,19072161792
Jamaica,NA,2018,7272.980469,1.43,19431862272
Japan,AS,1960,6354,3.97,5.98E+11
Japan,AS,1961,7055,3.62,6.7E+11
Japan,AS,1962,7614,3.29,7.3E+11
Japan,AS,1963,8176,2.98,7.92E+11
Japan,AS,1964,9035,2.7,8.84E+11
Japan,AS,1965,9459,2.46,9.35E+11
Japan,AS,1966,10370,2.26,1.03E+12
Japan,AS,1967,11400,2.1,1.15E+12
Japan,AS,1968,12725,1.96,1.3E+12
Japan,AS,1969,14145,1.85,1.46E+12
Japan,AS,1970,15484,1.75,1.62E+12
Japan,AS,1971,16004,1.65,1.69E+12
Japan,AS,1972,17110,1.57,1.83E+12
Japan,AS,1973,18226,1.48,1.98E+12
Japan,AS,1974,17765,1.41,1.96E+12
Japan,AS,1975,18082,1.33,2.02E+12
Japan,AS,1976,18600,1.25,2.1E+12
Japan,AS,1977,19230,1.18,2.19E+12
Japan,AS,1978,20060,1.11,2.31E+12
Japan,AS,1979,20982,1.05,2.43E+12
Japan,AS,1980,21404,0.99,2.5E+12
Japan,AS,1981,21924,0.93,2.58E+12
Japan,AS,1982,22440,0.88,2.66E+12
Japan,AS,1983,22805,0.83,2.72E+12
Japan,AS,1984,23548,0.79,2.83E+12
Japan,AS,1985,24437,0.75,2.95E+12
Japan,AS,1986,24992,0.71,3.04E+12
Japan,AS,1987,25904,0.68,3.16E+12
Japan,AS,1988,27393,0.66,3.36E+12
Japan,AS,1989,28601,0.64,3.52E+12
Japan,AS,1990,29949,0.63,3.7E+12
Japan,AS,1991,30837.43164,0.62,3.82E+12
Japan,AS,1992,30977.81445,0.61,3.86E+12
Japan,AS,1993,30920.66016,0.6,3.86E+12
Japan,AS,1994,31135.42773,0.59,3.9E+12
Japan,AS,1995,31887.27734,0.57,4E+12
Japan,AS,1996,32784.15625,0.55,4.12E+12
Japan,AS,1997,33038.29297,0.52,4.17E+12
Japan,AS,1998,32558.1875,0.5,4.12E+12
Japan,AS,1999,32394.51563,0.47,4.1E+12
Japan,AS,2000,33210.80859,0.45,4.22E+12
Japan,AS,2001,33246.39063,0.43,4.23E+12
Japan,AS,2002,33195.40234,0.41,4.23E+12
Japan,AS,2003,33619.94922,0.4,4.29E+12
Japan,AS,2004,34313.55859,0.39,4.39E+12
Japan,AS,2005,34857.75391,0.37,4.46E+12
Japan,AS,2006,35333.11328,0.36,4.52E+12
Japan,AS,2007,35892.71094,0.35,4.59E+12
Japan,AS,2008,35496.22656,0.34,4.54E+12
Japan,AS,2009,33590.01172,0.33,4.29E+12
Japan,AS,2010,35011.40234,0.32,4.46E+12
Japan,AS,2011,34979,0.32,4.46E+12
Japan,AS,2012,35580,0.3,4.52E+12
Japan,AS,2013,36354,0.29,4.61E+12
Japan,AS,2014,36537,0.28,4.63E+12
Japan,AS,2015,37031,0.28,4.69E+12
Japan,AS,2016,37465,0.27,4.73E+12
Japan,AS,2017,38414.86328,0.26,4.84E+12
Japan,AS,2018,38673.80859,0.25,4.87E+12
Jordan,AS,1960,3714,15.56,3151384832
Jordan,AS,1961,4280,14.66,3795504128
Jordan,AS,1962,4176,13.82,3898542336
Jordan,AS,1963,4222,13.03,4114545920
Jordan,AS,1964,4752,12.31,4833639424
Jordan,AS,1965,5074,11.64,5385863168
Jordan,AS,1966,5000,11.02,5536920064
Jordan,AS,1967,4876,10.44,6119662592
Jordan,AS,1968,4262,9.91,5892381184
Jordan,AS,1969,4420,9.41,6424651264
Jordan,AS,1970,3818,8.95,5738297344
Jordan,AS,1971,3771,8.51,5868528128
Jordan,AS,1972,3754,8.09,6057270272
Jordan,AS,1973,3806,7.71,6372226048
Jordan,AS,1974,3995,7.34,6941684224
Jordan,AS,1975,4117,6.99,7422786560
Jordan,AS,1976,4935,6.66,9226757120
Jordan,AS,1977,5072,6.35,9827771392
Jordan,AS,1978,5926,6.05,11892936704
Jordan,AS,1979,6247,5.78,12977430528
Jordan,AS,1980,7141,5.51,15444604928
Jordan,AS,1981,7176,5.26,16171682816
Jordan,AS,1982,7401,5.03,17370376192
Jordan,AS,1983,7262,4.8,17715677184
Jordan,AS,1984,7599,4.59,19244550144
Jordan,AS,1985,7578,4.39,19913089024
Jordan,AS,1986,7973,4.2,21720213504
Jordan,AS,1987,7911,4.03,22309351424
Jordan,AS,1988,7571,3.87,22080860160
Jordan,AS,1989,6540,3.73,19744194560
Jordan,AS,1990,6044,3.6,19715854336
Jordan,AS,1991,5900.509277,3.48,20298213376
Jordan,AS,1992,6456.123047,3.37,23492214784
Jordan,AS,1993,6460.662598,3.27,24831922176
Jordan,AS,1994,6538.17334,3.17,26378711040
Jordan,AS,1995,6760.108398,3.08,28377888768
Jordan,AS,1996,6783.229004,3,29368569856
Jordan,AS,1997,6942.458984,2.92,30792687616
Jordan,AS,1998,7120.493652,2.84,32203982848
Jordan,AS,1999,7340.493652,2.76,33788473344
Jordan,AS,2000,7621.84082,2.69,35716132864
Jordan,AS,2001,7982.740723,2.61,38099918848
Jordan,AS,2002,8394.054688,2.54,40832221184
Jordan,AS,2003,8669.625,2.47,43096850432
Jordan,AS,2004,9288.616211,2.4,47416274944
Jordan,AS,2005,9860.807617,2.33,52009521152
Jordan,AS,2006,10404.56152,2.27,57027649536
Jordan,AS,2007,10938.80469,2.2,62595022848
Jordan,AS,2008,11378.25586,2.14,68244795392
Jordan,AS,2009,11651.25,2.08,73471746048
Jordan,AS,2010,11601.08789,2.02,77063831552
Jordan,AS,2011,11615,1.97,81420263424
Jordan,AS,2012,11523,1.91,85277655040
Jordan,AS,2013,11488,1.86,89527279616
Jordan,AS,2014,11523,1.81,94014873600
Jordan,AS,2015,11519,1.76,97646624768
Jordan,AS,2016,11529,1.71,1.01E+11
Jordan,AS,2017,11494.37695,1.66,1.03E+11
Jordan,AS,2018,11506.33789,1.61,1.05E+11
Kazakhstan,AS,1973,12154,8.08,1.67E+11
Kazakhstan,AS,1980,11899,7.06,1.78E+11
Kazakhstan,AS,1981,11604,6.85,1.76E+11
Kazakhstan,AS,1982,11322,6.61,1.73E+11
Kazakhstan,AS,1983,11735,6.38,1.82E+11
Kazakhstan,AS,1984,11553,6.17,1.81E+11
Kazakhstan,AS,1985,11545,5.95,1.82E+11
Kazakhstan,AS,1986,11576,5.75,1.85E+11
Kazakhstan,AS,1987,11389,5.56,1.83E+11
Kazakhstan,AS,1988,12256,5.39,1.99E+11
Kazakhstan,AS,1989,12153,5.26,1.98E+11
Kazakhstan,AS,1990,11888,5.18,1.95E+11
Kazakhstan,AS,1991,10557.11523,5.16,1.74E+11
Kazakhstan,AS,1992,10012.61133,5.19,1.66E+11
Kazakhstan,AS,1993,9173.637695,5.25,1.52E+11
Kazakhstan,AS,1994,8178.791016,5.29,1.33E+11
Kazakhstan,AS,1995,7674.062988,5.28,1.23E+11
Kazakhstan,AS,1996,7826.85791,5.17,1.24E+11
Kazakhstan,AS,1997,8093.795898,4.97,1.27E+11
Kazakhstan,AS,1998,8088.647949,4.73,1.25E+11
Kazakhstan,AS,1999,8421.347656,4.48,1.29E+11
Kazakhstan,AS,2000,9309.419922,4.22,1.43E+11
Kazakhstan,AS,2001,10589.10254,3.97,1.63E+11
Kazakhstan,AS,2002,11640.17969,3.73,1.8E+11
Kazakhstan,AS,2003,12726.28711,3.51,1.98E+11
Kazakhstan,AS,2004,13929.72949,3.31,2.18E+11
Kazakhstan,AS,2005,15233.84082,3.1,2.4E+11
Kazakhstan,AS,2006,16786.55469,2.89,2.67E+11
Kazakhstan,AS,2007,18181.06055,2.68,2.93E+11
Kazakhstan,AS,2008,18665.76563,2.47,3.04E+11
Kazakhstan,AS,2009,18750.54102,2.25,3.09E+11
Kazakhstan,AS,2010,19964.5293,2.04,3.33E+11
Kazakhstan,AS,2011,21302,1.83,3.6E+11
Kazakhstan,AS,2012,22089,1.63,3.78E+11
Kazakhstan,AS,2013,23131,1.46,4.01E+11
Kazakhstan,AS,2014,23841,1.3,4.18E+11
Kazakhstan,AS,2015,23850,1.18,4.23E+11
Kazakhstan,AS,2016,23842,1.1,4.28E+11
Kazakhstan,AS,2017,24556.91211,1.05,4.45E+11
Kazakhstan,AS,2018,25307.55469,1.03,4.64E+11
Kenya,AF,1960,1157,19.81,9437449216
Kenya,AF,1961,1093,19,9194278912
Kenya,AF,1962,1117,18.28,9693947904
Kenya,AF,1963,1138,17.67,10193268736
Kenya,AF,1964,1208,17.15,11171001344
Kenya,AF,1965,1184,16.74,11306227712
Kenya,AF,1966,1294,16.39,12763548672
Kenya,AF,1967,1317,16.07,13422221312
Kenya,AF,1968,1366,15.74,14387243008
Kenya,AF,1969,1404,15.41,15286659072
Kenya,AF,1970,1458,15.08,16398391296
Kenya,AF,1971,1500,14.73,17449545728
Kenya,AF,1972,1524,14.37,18356252672
Kenya,AF,1973,1546,13.99,19297255424
Kenya,AF,1974,1564,13.59,20244865024
Kenya,AF,1975,1502,13.17,20176988160
Kenya,AF,1976,1503,12.73,20969009152
Kenya,AF,1977,1580,12.3,22910638080
Kenya,AF,1978,1656,11.87,24971966464
Kenya,AF,1979,1651,11.45,25904605184
Kenya,AF,1980,1675,11.06,27353659392
Kenya,AF,1981,1647,10.71,27977959424
Kenya,AF,1982,1680,10.38,29668751360
Kenya,AF,1983,1627,10.11,29852176384
Kenya,AF,1984,1594,9.88,30366042112
Kenya,AF,1985,1604,9.72,31697426432
Kenya,AF,1986,1658,9.63,33951055872
Kenya,AF,1987,1698,9.63,35990433792
Kenya,AF,1988,1741,9.72,38155534336
Kenya,AF,1989,1761,9.9,39859834880
Kenya,AF,1990,1780,10.15,41570971648
Kenya,AF,1991,1777.783813,10.43,42852790272
Kenya,AF,1992,1724.87439,10.72,43098116096
Kenya,AF,1993,1698.25415,10.94,43754835968
Kenya,AF,1994,1729.717163,11.08,45663588352
Kenya,AF,1995,1789.894531,11.1,48490934272
Kenya,AF,1996,1851.281372,11.01,51489488896
Kenya,AF,1997,1846.373779,10.82,52761223168
Kenya,AF,1998,1889.973145,10.55,55518261248
Kenya,AF,1999,1920.833862,10.23,57993138176
Kenya,AF,2000,1914.886353,9.85,59408908288
Kenya,AF,2001,1972.381104,9.42,62956466176
Kenya,AF,2002,1961.894897,8.99,64478130176
Kenya,AF,2003,1997.776855,8.55,67617075200
Kenya,AF,2004,2066.210205,8.11,72070029312
Kenya,AF,2005,2157.841553,7.65,77598875648
Kenya,AF,2006,2255.258545,7.23,83653541888
Kenya,AF,2007,2380.776367,6.83,91061403648
Kenya,AF,2008,2357.232422,6.39,92973744128
Kenya,AF,2009,2404.629639,6.03,97797562368
Kenya,AF,2010,2579.531006,5.79,1.08E+11
Kenya,AF,2011,2712,5.6,1.17E+11
Kenya,AF,2012,2765,5.46,1.23E+11
Kenya,AF,2013,2854,5.28,1.3E+11
Kenya,AF,2014,2942,5.13,1.38E+11
Kenya,AF,2015,3046,4.96,1.46E+11
Kenya,AF,2016,3169,4.78,1.56E+11
Kenya,AF,2017,3249.877197,4.64,1.63E+11
Kenya,AF,2018,3377.470459,4.46,1.74E+11
Kuwait,AS,1960,45929,14.13,13421786112
Kuwait,AS,1961,41622,13.18,13541385216
Kuwait,AS,1962,42150,12.29,15100911616
Kuwait,AS,1963,40377,11.43,15913706496
Kuwait,AS,1964,40333,10.64,17473587200
Kuwait,AS,1965,37511,9.86,17859850240
Kuwait,AS,1966,38335,9.17,20059133952
Kuwait,AS,1967,35720,8.53,20539107328
Kuwait,AS,1968,35546,7.96,22458034176
Kuwait,AS,1969,33415,7.46,23071219712
Kuwait,AS,1970,48927,7,36573028352
Kuwait,AS,1971,49302,6.57,39111966720
Kuwait,AS,1972,48283,6.18,40651100160
Kuwait,AS,1973,42542,5.81,38012723200
Kuwait,AS,1974,34962,5.46,33154324480
Kuwait,AS,1975,28950,5.12,29149523968
Kuwait,AS,1976,28956,4.8,31027773440
Kuwait,AS,1977,26168,4.48,29840861184
Kuwait,AS,1978,26363,4.18,31993714688
Kuwait,AS,1979,28174,3.89,36387115008
Kuwait,AS,1980,21154,3.6,28976093184
Kuwait,AS,1981,16402,3.3,23490748416
Kuwait,AS,1982,13845,3,20732805120
Kuwait,AS,1983,14292,2.72,22378727424
Kuwait,AS,1984,14384,2.48,23551125504
Kuwait,AS,1985,13015,2.3,22552705024
Kuwait,AS,1986,13509,2.16,24471404544
Kuwait,AS,1987,12416,2.05,23484702720
Kuwait,AS,1988,12317,1.95,24303263744
Kuwait,AS,1989,12701,1.85,26123149312
Kuwait,AS,1990,9757,1.75,20899600384
Kuwait,AS,1991,6310.906738,1.92,13104828416
Kuwait,AS,1992,12965.06738,1.58,25347045376
Kuwait,AS,1993,19955.31445,1.52,36160745472
Kuwait,AS,1994,24532.41406,1.47,41613418496
Kuwait,AS,1995,27552.96094,1.43,45232791552
Kuwait,AS,1996,29612.66016,1.39,49248518144
Kuwait,AS,1997,31511.19141,1.35,55092477952
Kuwait,AS,1998,33331.29688,1.3,62392897536
Kuwait,AS,1999,33351.19531,1.27,66539048960
Kuwait,AS,2000,35844.74609,1.24,74939588608
Kuwait,AS,2001,37225.87109,1.21,80040304640
Kuwait,AS,2002,39943.14844,1.19,87259471872
Kuwait,AS,2003,48809.71094,1.18,1.08E+11
Kuwait,AS,2004,55911.79297,1.16,1.26E+11
Kuwait,AS,2005,62959.60156,1.14,1.46E+11
Kuwait,AS,2006,68546.14063,1.12,1.66E+11
Kuwait,AS,2007,73096.86719,1.11,1.87E+11
Kuwait,AS,2008,75138.11719,1.09,2.04E+11
Kuwait,AS,2009,70072.72656,1.07,2.02E+11
Kuwait,AS,2010,68865.3125,1.04,2.11E+11
Kuwait,AS,2011,77126,1,2.5E+11
Kuwait,AS,2012,78801,0.96,2.7E+11
Kuwait,AS,2013,75256,0.93,2.71E+11
Kuwait,AS,2014,72508,0.9,2.74E+11
Kuwait,AS,2015,71354,0.87,2.8E+11
Kuwait,AS,2016,71010,0.85,2.87E+11
