"Reporting_Economy","Partner_Economy","Year","Value","rankx"
"Montenegro","Bosnia and Herzegovina","2015","6627494","4"
"Montenegro","Germany","2015","3800327","5"
"Morocco","Spain","2000","87451744","1"
"Morocco","France","2000","80086318","2"
"Morocco","China","2000","26393305","3"
"Morocco","Germany","2000","25486162","4"
"Morocco","Italy","2000","20836026","5"
"Morocco","France","2005","167976643","1"
"Morocco","China","2005","105099376","2"
"Morocco","Spain","2005","98601359","3"
"Morocco","United States of America","2005","53523516","4"
"Morocco","Italy","2005","40311505","5"
"Morocco","China","2010","524237961","1"
"Morocco","Spain","2010","286133490","2"
"Morocco","France","2010","205032412","3"
"Morocco","United States of America","2010","93801197","4"
"Morocco","Italy","2010","65575368","5"
"Mozambique","South Africa","2000","25049466","1"
"Mozambique","France","2000","5606752","2"
"Mozambique","Portugal","2000","4349029","3"
"Mozambique","Turkey","2000","3514749","4"
"Mozambique","China","2000","1455101","5"
"Mozambique","South Africa","2005","99544783","1"
"Mozambique","Portugal","2005","5512886","2"
"Mozambique","Germany","2005","3532844","3"
"Mozambique","China","2005","3426005","4"
"Mozambique","United States of America","2005","2080135","5"
"Mozambique","South Africa","2010","180622146","1"
"Mozambique","Portugal","2010","9863458","2"
"Mozambique","Netherlands","2010","4551609","3"
"Mozambique","China","2010","4317220","4"
"Mozambique","United States of America","2010","1341322","5"
"Mozambique","South Africa","2015","243287827","1"
"Mozambique","Zimbabwe","2015","66929702","2"
"Mozambique","China","2015","23390261","3"
"Mozambique","Portugal","2015","22450457","4"
"Mozambique","United States of America","2015","9898055","5"
"Myanmar","Singapore","2000","22036327","1"
"Myanmar","Korea, Republic of","2000","15083610","2"
"Myanmar","Japan","2000","6905045","3"
"Myanmar","Hong Kong, China","2000","5104223","4"
"Myanmar","China","2000","3603179","5"
"Myanmar","Japan","2005","7342170","1"
"Myanmar","Singapore","2005","5326762","2"
"Myanmar","China","2005","4807177","3"
"Myanmar","Hong Kong, China","2005","1957992","4"
"Myanmar","India","2005","1244355","5"
"Myanmar","China","2010","27190700","1"
"Myanmar","Japan","2010","6311371","2"
"Myanmar","Korea, Republic of","2010","5352371","3"
"Myanmar","Viet Nam","2010","5185348","4"
"Myanmar","India","2010","4126939","5"
"Myanmar","China","2015","107235264","1"
"Myanmar","Singapore","2015","59378700","2"
"Myanmar","Korea, Republic of","2015","21957466","3"
"Myanmar","Denmark","2015","19857612","4"
"Myanmar","Viet Nam","2015","16532846","5"
"Myanmar","China","2020","186423256","1"
"Myanmar","Japan","2020","36897630","2"
"Myanmar","Thailand","2020","33076836","3"
"Myanmar","Viet Nam","2020","30118452","4"
"Myanmar","United States of America","2020","27310938","5"
"Namibia","South Africa","2005","84013456","1"
"Namibia","Germany","2005","4214276","2"
"Namibia","China","2005","2410351","3"
"Namibia","United Kingdom","2005","800269","4"
"Namibia","Hong Kong, China","2005","696642","5"
"Namibia","South Africa","2010","150921520","1"
"Namibia","China","2010","29979150","2"
"Namibia","Germany","2010","9151873","3"
"Namibia","United States of America","2010","3419595","4"
"Namibia","Croatia","2010","1221030","5"
"Namibia","South Africa","2015","161750991","1"
"Namibia","China","2015","21098679","2"
"Namibia","Russian Federation","2015","19451312","3"
"Namibia","Germany","2015","8849316","4"
"Namibia","Spain","2015","6045391","5"
"Nepal","China","2010","38671474","1"
"Nepal","India","2010","23534172","2"
"Nepal","United States of America","2010","8154287","3"
"Nepal","Japan","2010","7395110","4"
"Nepal","Germany","2010","5200924","5"
"Nepal","China","2015","56164390","1"
"Nepal","India","2015","44104285","2"
"Nepal","United States of America","2015","10447717","3"
"Nepal","Japan","2015","9413316","4"
"Nepal","Germany","2015","9148413","5"
"New Zealand","United States of America","2000","202945214","1"
"New Zealand","Australia","2000","120073041","2"
"New Zealand","Japan","2000","117063393","3"
"New Zealand","China","2000","114031108","4"
"New Zealand","United Kingdom","2000","38795988","5"
"New Zealand","China","2005","331336793","1"
"New Zealand","United States of America","2005","322320130","2"
"New Zealand","Australia","2005","287638204","3"
"New Zealand","Japan","2005","127714547","4"
"New Zealand","United Kingdom","2005","76878132","5"
"New Zealand","United States of America","2010","418973337","1"
"New Zealand","China","2010","410593137","2"
"New Zealand","Australia","2010","345527915","3"
"New Zealand","Germany","2010","95033088","4"
"New Zealand","United Kingdom","2010","73536540","5"
"New Zealand","China","2015","615736557","1"
"New Zealand","United States of America","2015","428179885","2"
"New Zealand","Australia","2015","280156721","3"
"New Zealand","Germany","2015","119162082","4"
"New Zealand","Switzerland","2015","80469353","5"
"Nicaragua","United States of America","2000","25523149","1"
"Nicaragua","Panama","2000","10665492","2"
"Nicaragua","Mexico","2000","2946162","3"
"Nicaragua","Costa Rica","2000","2667450","4"
"Nicaragua","El Salvador","2000","2114890","5"
"Nicaragua","United States of America","2005","31638183","1"
"Nicaragua","China","2005","18414291","2"
"Nicaragua","Mexico","2005","6192500","3"
"Nicaragua","Japan","2005","5381160","4"
"Nicaragua","Germany","2005","3225599","5"
"Nicaragua","United States of America","2010","35556503","1"
"Nicaragua","China","2010","33632472","2"
"Nicaragua","Spain","2010","9409209","3"
"Nicaragua","Mexico","2010","4058506","4"
"Nicaragua","Guatemala","2010","4004379","5"
"Nicaragua","China","2015","62912531","1"
"Nicaragua","United States of America","2015","44357055","2"
"Nicaragua","Japan","2015","13820172","3"
"Nicaragua","France","2015","13671880","4"
"Nicaragua","Mexico","2015","7081041","5"
"Nicaragua","China","2020","60489700","1"
"Nicaragua","United States of America","2020","22826373","2"
"Nicaragua","Germany","2020","6488208","3"
"Nicaragua","India","2020","6200144","4"
"Nicaragua","Guatemala","2020","5966158","5"
"Niger","Nigeria","2005","9933974","1"
"Niger","France","2005","7561775","2"
"Niger","China","2005","2190613","3"
"Niger","C�te d'Ivoire","2005","779916","4"
"Niger","Germany","2005","692894","5"
"Niger","China","2010","72719527","1"
"Niger","Nigeria","2010","22085940","2"
"Niger","France","2010","7910339","3"
"Niger","Sweden","2010","1646064","4"
"Niger","Singapore","2010","1167764","5"
"Niger","China","2015","37346976","1"
"Niger","France","2015","33836286","2"
"Niger","Nigeria","2015","24934139","3"
"Niger","United States of America","2015","12805380","4"
"Niger","Belgium","2015","3484081","5"
"Nigeria","United States of America","2010","331409086","1"
"Nigeria","China","2010","298928431","2"
"Nigeria","France","2010","201740300","3"
"Nigeria","India","2010","95249310","4"
"Nigeria","United Arab Emirates","2010","76418934","5"
"North Macedonia","Switzerland","2005","34367395","1"
"North Macedonia","Bulgaria","2005","23374564","2"
"North Macedonia","Germany","2005","20877839","3"
"North Macedonia","China","2005","14629580","4"
"North Macedonia","United States of America","2005","7709903","5"
"North Macedonia","Switzerland","2010","61553472","1"
"North Macedonia","Germany","2010","38997761","2"
"North Macedonia","Serbia","2010","35333510","3"
"North Macedonia","Slovenia","2010","24470956","4"
"North Macedonia","Italy","2010","21445654","5"
"North Macedonia","Serbia","2015","82534294","1"
"North Macedonia","Bulgaria","2015","57176711","2"
"North Macedonia","China","2015","28055916","3"
"North Macedonia","Germany","2015","23533168","4"
"North Macedonia","Italy","2015","15219385","5"
"Norway","Sweden","2000","317231080","1"
"Norway","United States of America","2000","259282649","2"
"Norway","Germany","2000","249409379","3"
"Norway","China","2000","165344945","4"
"Norway","Japan","2000","158464663","5"
"Norway","Sweden","2005","664454320","1"
"Norway","China","2005","448987458","2"
"Norway","Germany","2005","414923941","3"
"Norway","United States of America","2005","342088504","4"
"Norway","Denmark","2005","323827662","5"
"Norway","Sweden","2010","1129009519","1"
"Norway","China","2010","703776376","2"
"Norway","Denmark","2010","637523782","3"
"Norway","United States of America","2010","568063507","4"
"Norway","Germany","2010","535576972","5"
"Norway","China","2015","902199696","1"
"Norway","Sweden","2015","768238230","2"
"Norway","United States of America","2015","733017920","3"
"Norway","United Kingdom","2015","593958592","4"
"Norway","Germany","2015","486397793","5"
"Oman","United Arab Emirates","2005","56802315","1"
"Oman","Switzerland","2005","21398778","2"
"Oman","Germany","2005","19723147","3"
"Oman","United States of America","2005","16498674","4"
"Oman","United Kingdom","2005","15788575","5"
"Pakistan","China","2005","97226636","1"
"Pakistan","United States of America","2005","76640461","2"
"Pakistan","Germany","2005","75008281","3"
"Pakistan","Japan","2005","39981912","4"
"Pakistan","Singapore","2005","33585350","5"
"Pakistan","China","2010","188034202","1"
"Pakistan","United States of America","2010","109706444","2"
"Pakistan","Germany","2010","89318308","3"
"Pakistan","Japan","2010","57310251","4"
"Pakistan","United Kingdom","2010","37067476","5"
"Pakistan","China","2015","437378846","1"
"Pakistan","United States of America","2015","158123450","2"
"Pakistan","Germany","2015","71955709","3"
"Pakistan","Japan","2015","71289241","4"
"Pakistan","Switzerland","2015","40016610","5"
"Panama","United States of America","2000","73573205","1"
"Panama","Spain","2000","11793761","2"
"Panama","Hong Kong, China","2000","7624113","3"
"Panama","Mexico","2000","2936884","4"
"Panama","Japan","2000","2852826","5"
"Panama","United States of America","2005","82776939","1"
"Panama","China","2005","9148005","2"
"Panama","Hong Kong, China","2005","7054874","3"
"Panama","Colombia","2005","5805207","4"
"Panama","Germany","2005","5320763","5"
"Panama","United States of America","2010","152752387","1"
"Panama","China","2010","36469674","2"
"Panama","Germany","2010","9963223","3"
"Panama","Mexico","2010","9667955","4"
"Panama","Hong Kong, China","2010","9368679","5"
"Panama","United States of America","2015","166237789","1"
"Panama","China","2015","85835117","2"
"Panama","Canada","2015","15816068","3"
"Panama","Switzerland","2015","15067341","4"
"Panama","Mexico","2015","14039416","5"
"Papua New Guinea","Australia","2000","7868589","1"
"Papua New Guinea","Singapore","2000","3107469","2"
"Papua New Guinea","China","2000","2261441","3"
"Papua New Guinea","Japan","2000","1580271","4"
"Papua New Guinea","United States of America","2000","1560491","5"
"Papua New Guinea","Australia","2005","28901515","1"
"Papua New Guinea","United States of America","2005","4752561","2"
"Papua New Guinea","China","2005","3881943","3"
"Papua New Guinea","Singapore","2005","3325371","4"
"Papua New Guinea","New Zealand","2005","1771073","5"
"Paraguay","China","2000","85092674","1"
"Paraguay","United States of America","2000","15150720","2"
"Paraguay","Brazil","2000","14296094","3"
"Paraguay","Japan","2000","11964413","4"
"Paraguay","Chinese Taipei","2000","9198735","5"
"Paraguay","China","2005","200968886","1"
"Paraguay","Chinese Taipei","2005","28191155","2"
"Paraguay","Brazil","2005","21182526","3"
"Paraguay","United States of America","2005","12648953","4"
"Paraguay","Japan","2005","10304704","5"
"Paraguay","China","2010","750255973","1"
"Paraguay","Brazil","2010","51607711","2"
"Paraguay","United States of America","2010","37989093","3"
"Paraguay","Japan","2010","24448596","4"
"Paraguay","Argentina","2010","15953018","5"
"Paraguay","China","2015","307878604","1"
"Paraguay","United States of America","2015","54952508","2"
"Paraguay","Brazil","2015","54164049","3"
"Paraguay","Germany","2015","15876686","4"
"Paraguay","Argentina","2015","12548322","5"
"Peru","United States of America","2000","100273636","1"
"Peru","China","2000","52614714","2"
"Peru","Japan","2000","21299890","3"
"Peru","Germany","2000","14210981","4"
"Peru","Brazil","2000","14124681","5"
"Peru","China","2005","154160702","1"
"Peru","United States of America","2005","104794311","2"
"Peru","Japan","2005","29056445","3"
"Peru","Germany","2005","23911203","4"
"Peru","Chinese Taipei","2005","23023065","5"
"Peru","China","2010","387666802","1"
"Peru","United States of America","2010","205001699","2"
"Peru","Germany","2010","63645576","3"
"Peru","Japan","2010","52757132","4"
"Peru","Chinese Taipei","2010","38953337","5"
"Peru","China","2015","596180481","1"
"Peru","United States of America","2015","267810689","2"
"Peru","Germany","2015","86614844","3"
"Peru","Chinese Taipei","2015","64411110","4"
"Peru","Japan","2015","52793574","5"
"Philippines","Japan","2000","323401013","1"
"Philippines","United States of America","2000","169329906","2"
"Philippines","Hong Kong, China","2000","121125368","3"
"Philippines","Singapore","2000","80633970","4"
"Philippines","China","2000","53991395","5"
"Philippines","Japan","2005","427208030","1"
"Philippines","Hong Kong, China","2005","194399063","2"
"Philippines","United States of America","2005","187344546","3"
"Philippines","China","2005","89866493","4"
"Philippines","Singapore","2005","71146621","5"
"Philippines","United States of America","2010","208090498","1"
"Philippines","Japan","2010","196136675","2"
"Philippines","China","2010","184673132","3"
"Philippines","Hong Kong, China","2010","83512362","4"
"Philippines","Singapore","2010","74033031","5"
"Philippines","China","2015","391532930","1"
"Philippines","United States of America","2015","268794039","2"
"Philippines","Japan","2015","159172950","3"
"Philippines","Korea, Republic of","2015","121343571","4"
"Philippines","Singapore","2015","114825860","5"
"Philippines","China","2020","787825808","1"
"Philippines","Singapore","2020","504720165","2"
"Philippines","Japan","2020","329883827","3"
"Philippines","United States of America","2020","264949374","4"
"Philippines","Malaysia","2020","196625698","5"
"Poland","Germany","2000","437274393","1"
"Poland","China","2000","261216810","2"
"Poland","United States of America","2000","198864526","3"
"Poland","Italy","2000","161849866","4"
"Poland","Japan","2000","126455589","5"
"Qatar","United States of America","2005","90053144","1"
"Qatar","United Kingdom","2005","62168181","2"
"Qatar","Switzerland","2005","60113176","3"
"Qatar","Germany","2005","54574902","4"
"Qatar","China","2005","43520608","5"
"Qatar","United States of America","2010","170997410","1"
"Qatar","Germany","2010","164992614","2"
"Qatar","China","2010","138431271","3"
"Qatar","Switzerland","2010","121680941","4"
"Qatar","United Arab Emirates","2010","94185155","5"
"Qatar","Switzerland","2015","325073932","1"
"Qatar","China","2015","247800471","2"
"Qatar","United States of America","2015","224038836","3"
"Qatar","Germany","2015","137055404","4"
"Qatar","Italy","2015","86005233","5"
"Qatar","China","2020","236561996","1"
"Qatar","Switzerland","2020","218251875","2"
"Qatar","United States of America","2020","204178571","3"
"Qatar","Germany","2020","96086005","4"
"Qatar","United Kingdom","2020","95312140","5"
"Rwanda","Belgium","2005","2353528","1"
"Rwanda","Germany","2005","2008764","2"
"Rwanda","United Arab Emirates","2005","1329428","3"
"Rwanda","United Kingdom","2005","1323911","4"
"Rwanda","France","2005","1246613","5"
"Rwanda","China","2015","22585972","1"
"Rwanda","Germany","2015","5538201","2"
"Rwanda","Kenya","2015","4511333","3"
"Rwanda","India","2015","4381975","4"
"Rwanda","United Arab Emirates","2015","4242953","5"
"Rwanda","China","2020","28624448","1"
"Rwanda","Germany","2020","22540121","2"
"Rwanda","United States of America","2020","11337984","3"
"Rwanda","India","2020","5324195","4"
"Rwanda","United Arab Emirates","2020","5181126","5"
"Saint Kitts and Nevis","United States of America","2000","3832785","1"
"Saint Kitts and Nevis","Barbados","2000","728127","2"
"Saint Kitts and Nevis","United Kingdom","2000","386801","3"
"Saint Kitts and Nevis","Canada","2000","283790","4"
"Saint Kitts and Nevis","France","2000","257355","5"
"Saint Kitts and Nevis","United States of America","2010","9202422","1"
"Saint Kitts and Nevis","Switzerland","2010","603049","2"
"Saint Kitts and Nevis","China","2010","235480","3"
"Saint Kitts and Nevis","United Kingdom","2010","223534","4"
"Saint Kitts and Nevis","Barbados","2010","135791","5"
"Saint Lucia","United States of America","2000","7464582","1"
"Saint Lucia","France","2000","1460406","2"
"Saint Lucia","United Kingdom","2000","1420159","3"
"Saint Lucia","Trinidad and Tobago","2000","883320","4"
"Saint Lucia","Philippines","2000","760027","5"
"Saint Lucia","United States of America","2005","12299895","1"
"Saint Lucia","Switzerland","2005","4546219","2"
"Saint Lucia","United Kingdom","2005","1317664","3"
"Saint Lucia","Canada","2005","939598","4"
"Saint Lucia","China","2005","719032","5"
"Saint Vincent and the Grenadines","United States of America","2000","2730768","1"
"Saint Vincent and the Grenadines","Italy","2000","546621","2"
"Saint Vincent and the Grenadines","United Kingdom","2000","520683","3"
"Saint Vincent and the Grenadines","Canada","2000","362066","4"
"Saint Vincent and the Grenadines","Trinidad and Tobago","2000","356003","5"
"Saint Vincent and the Grenadines","United States of America","2010","5513976","1"
"Saint Vincent and the Grenadines","China","2010","1244151","2"
"Saint Vincent and the Grenadines","United Kingdom","2010","1077731","3"
"Saint Vincent and the Grenadines","Barbados","2010","630795","4"
"Saint Vincent and the Grenadines","Trinidad and Tobago","2010","490992","5"
"Samoa","New Zealand","2015","5599181","1"
"Samoa","China","2015","2865186","2"
"Samoa","Australia","2015","1510544","3"
"Samoa","United States of America","2015","590086","4"
"Samoa","Fiji","2015","354246","5"
"Samoa","New Zealand","2020","2893009","1"
"Samoa","Japan","2020","1476369","2"
"Samoa","China","2020","1405655","3"
"Samoa","United States of America","2020","1405444","4"
"Samoa","Australia","2020","992510","5"
"Saudi Arabia, Kingdom of","United States of America","2005","512398988","1"
"Saudi Arabia, Kingdom of","China","2005","388836107","2"
"Saudi Arabia, Kingdom of","Germany","2005","242322021","3"
"Saudi Arabia, Kingdom of","Switzerland","2005","190281499","4"
"Saudi Arabia, Kingdom of","Belgium","2005","170799663","5"
"Saudi Arabia, Kingdom of","United States of America","2010","1035325867","1"
"Saudi Arabia, Kingdom of","China","2010","782490933","2"
"Saudi Arabia, Kingdom of","Germany","2010","489753067","3"
"Saudi Arabia, Kingdom of","Switzerland","2010","323329067","4"
"Saudi Arabia, Kingdom of","Japan","2010","188500800","5"
"Saudi Arabia, Kingdom of","China","2015","1535676172","1"
"Saudi Arabia, Kingdom of","United States of America","2015","1326510215","2"
"Saudi Arabia, Kingdom of","Germany","2015","695116532","3"
"Saudi Arabia, Kingdom of","Switzerland","2015","640986636","4"
"Saudi Arabia, Kingdom of","France","2015","294508416","5"
"Saudi Arabia, Kingdom of","China","2020","2244151564","1"
"Saudi Arabia, Kingdom of","United States of America","2020","983211707","2"
"Saudi Arabia, Kingdom of","Germany","2020","504255407","3"
"Saudi Arabia, Kingdom of","Switzerland","2020","380565684","4"
"Saudi Arabia, Kingdom of","Italy","2020","224138517","5"
"Senegal","France","2005","44435594","1"
"Senegal","China","2005","4956896","2"
"Senegal","Germany","2005","4406883","3"
"Senegal","Italy","2005","3692938","4"
"Senegal","Sweden","2005","2297992","5"
"Senegal","France","2010","19574309","1"
"Senegal","China","2010","14173144","2"
"Senegal","Germany","2010","5582227","3"
"Senegal","United States of America","2010","5299017","4"
"Senegal","Italy","2010","1880839","5"
"Senegal","France","2015","30424730","1"
"Senegal","China","2015","17884416","2"
"Senegal","Germany","2015","7754821","3"
"Senegal","Belgium","2015","7186451","4"
"Senegal","Spain","2015","4534309","5"
"Senegal","France","2020","85066845","1"
"Senegal","China","2020","39687110","2"
"Senegal","Samoa","2020","18542041","3"
"Senegal","Turkey","2020","13795125","4"
"Senegal","United States of America","2020","9125282","5"
"Serbia","China","2010","90412130","1"
"Serbia","Montenegro","2010","77099000","2"
"Serbia","Germany","2010","62865472","3"
"Serbia","United States of America","2010","56734899","4"
"Serbia","France","2010","40466137","5"
"Seychelles","Singapore","2015","4278612","1"
"Seychelles","China","2015","3437507","2"
"Seychelles","United Arab Emirates","2015","3318581","3"
"Seychelles","United Kingdom","2015","3233454","4"
"Seychelles","South Africa","2015","3185101","5"
"Sierra Leone","United Arab Emirates","2010","10733176","1"
"Sierra Leone","China","2010","7113822","2"
"Sierra Leone","United Kingdom","2010","7041153","3"
"Sierra Leone","Israel","2010","4138356","4"
"Sierra Leone","Netherlands","2010","3427409","5"
"Sierra Leone","United Arab Emirates","2015","21246308","1"
"Sierra Leone","China","2015","14675146","2"
"Sierra Leone","United Kingdom","2015","3555419","3"
"Sierra Leone","Lebanese Republic","2015","2825917","4"
"Sierra Leone","United States of America","2015","1961436","5"
"Singapore","United States of America","2000","2427552086","1"
"Singapore","Japan","2000","2014178622","2"
"Singapore","Malaysia","2000","1087756263","3"
"Singapore","China","2000","749692350","4"
"Singapore","Switzerland","2000","454948725","5"
"Singapore","United States of America","2005","2393047092","1"
"Singapore","Japan","2005","1695066325","2"
"Singapore","Malaysia","2005","1561565457","3"
"Singapore","China","2005","1408528478","4"
"Singapore","Switzerland","2005","681683429","5"
"Singapore","United States of America","2010","2977340235","1"
"Singapore","China","2010","1878876048","2"
"Singapore","Japan","2010","1595433229","3"
"Singapore","Malaysia","2010","1258192371","4"
"Singapore","Switzerland","2010","1253476161","5"
"Singapore","United States of America","2015","3122878609","1"
"Singapore","China","2015","2119297554","2"
"Singapore","Malaysia","2015","1928823582","3"
"Singapore","Switzerland","2015","1754778869","4"
"Singapore","Japan","2015","1152798851","5"
"Slovak Republic","Germany","2000","149128987","1"
"Slovak Republic","Czech Republic","2000","57803542","2"
"Slovak Republic","Italy","2000","35742439","3"
"Slovak Republic","United States of America","2000","35603145","4"
"Slovak Republic","China","2000","30396449","5"
"South Africa","United States of America","2000","359974152","1"
"South Africa","Japan","2000","153563706","2"
"South Africa","Germany","2000","152724113","3"
"South Africa","United Kingdom","2000","151937727","4"
"South Africa","China","2000","143573911","5"
"South Africa","China","2005","523899256","1"
"South Africa","United States of America","2005","500107314","2"
"South Africa","Germany","2005","336682631","3"
"South Africa","United Kingdom","2005","209151262","4"
"South Africa","Japan","2005","202170747","5"
"South Africa","China","2010","852226945","1"
"South Africa","United States of America","2010","613254913","2"
"South Africa","Germany","2010","426659717","3"
"South Africa","Mozambique","2010","223737584","4"
"South Africa","United Kingdom","2010","185563409","5"
"South Africa","China","2015","929831312","1"
"South Africa","United States of America","2015","579476709","2"
"South Africa","Germany","2015","347443224","3"
"South Africa","Mozambique","2015","227762167","4"
"South Africa","United Kingdom","2015","174970964","5"
"Sri Lanka","Hong Kong, China","2000","33497321","1"
"Sri Lanka","Japan","2000","26725729","2"
"Sri Lanka","Singapore","2000","20814961","3"
"Sri Lanka","Korea, Republic of","2000","17456522","4"
"Sri Lanka","Chinese Taipei","2000","14304778","5"
"Sri Lanka","Hong Kong, China","2005","32361659","1"
"Sri Lanka","France","2005","31511994","2"
"Sri Lanka","Singapore","2005","26899489","3"
"Sri Lanka","China","2005","25072112","4"
"Sri Lanka","India","2005","15584711","5"
"Sri Lanka","China","2010","81485772","1"
"Sri Lanka","Hong Kong, China","2010","27361160","2"
"Sri Lanka","India","2010","24306644","3"
"Sri Lanka","Singapore","2010","24080840","4"
"Sri Lanka","Germany","2010","12789637","5"
"Sri Lanka","China","2015","109304103","1"
"Sri Lanka","United States of America","2015","58024934","2"
"Sri Lanka","India","2015","41146015","3"
"Sri Lanka","Japan","2015","37043741","4"
"Sri Lanka","Germany","2015","33539363","5"
"Suriname","United States of America","2010","17956838","1"
"Suriname","Netherlands","2010","12226989","2"
"Suriname","China","2010","7508239","3"
"Suriname","Ecuador","2010","2899550","4"
"Suriname","United Kingdom","2010","2465504","5"
"Suriname","United States of America","2015","20024684","1"
"Suriname","Netherlands","2015","10038765","2"
"Suriname","China","2015","7655902","3"
"Suriname","Turkey","2015","5087804","4"
"Suriname","Italy","2015","3644744","5"
"Switzerland","Germany","2000","1886683474","1"
"Switzerland","United States of America","2000","1065520334","2"
"Switzerland","France","2000","590965600","3"
"Switzerland","Netherlands","2000","529975295","4"
"Switzerland","Italy","2000","386343067","5"
"Switzerland","Germany","2005","3762765103","1"
"Switzerland","France","2005","1731153244","2"
"Switzerland","United States of America","2005","1651296195","3"
"Switzerland","Netherlands","2005","642760929","4"
"Switzerland","Italy","2005","634173175","5"
"Switzerland","Germany","2010","6203837370","1"
"Switzerland","France","2010","2142059917","2"
"Switzerland","United States of America","2010","2018576390","3"
"Switzerland","Italy","2010","926101236","4"
"Switzerland","Netherlands","2010","812371928","5"
"Switzerland","Germany","2015","4379266468","1"
"Switzerland","France","2015","2903501736","2"
"Switzerland","United States of America","2015","2526161084","3"
"Switzerland","China","2015","1778171767","4"
"Switzerland","Italy","2015","878223557","5"
"Switzerland","European Union (partner code)","2020","10196755049","1"
"Switzerland","United States of America","2020","2453429090","2"
"Switzerland","China","2020","1830133464","3"
"Switzerland","United Kingdom","2020","651967186","4"
"Switzerland","Japan","2020","332154869","5"
"Tanzania","United Kingdom","2000","6673340","1"
"Tanzania","China","2000","4353453","2"
"Tanzania","Germany","2000","3909713","3"
"Tanzania","Netherlands","2000","3710335","4"
"Tanzania","South Africa","2000","2627743","5"
"Tanzania","South Africa","2005","11195731","1"
"Tanzania","China","2005","9251987","2"
"Tanzania","United Kingdom","2005","5845264","3"
"Tanzania","Germany","2005","5048074","4"
"Tanzania","Netherlands","2005","4988566","5"
"Tanzania","China","2010","36639594","1"
"Tanzania","South Africa","2010","14483007","2"
"Tanzania","India","2010","11025588","3"
"Tanzania","United Arab Emirates","2010","8647389","4"
"Tanzania","Germany","2010","8629119","5"
"Thailand","Japan","2000","819552796","1"
"Thailand","United States of America","2000","311583349","2"
"Thailand","China","2000","232845593","3"
"Thailand","Singapore","2000","183976244","4"
"Thailand","Switzerland","2000","130147160","5"
"Thailand","Japan","2005","1288338001","1"
"Thailand","United States of America","2005","662548874","2"
"Thailand","Singapore","2005","644516536","3"
"Thailand","China","2005","635259044","4"
"Thailand","Malaysia","2005","493698981","5"
"Thailand","Japan","2010","1772045107","1"
"Thailand","China","2010","1385206513","2"
"Thailand","Malaysia","2010","1046664254","3"
"Thailand","Singapore","2010","886876677","4"
"Thailand","United States of America","2010","855597093","5"
"Thailand","China","2015","1986947427","1"
"Thailand","Japan","2015","1847029279","2"
"Thailand","Singapore","2015","1045507510","3"
"Thailand","Malaysia","2015","972608603","4"
"Thailand","United States of America","2015","825626440","5"
"Togo","France","2000","1345692","1"
"Togo","Belgium","2000","517088","2"
"Togo","China","2000","400928","3"
"Togo","Germany","2000","233620","4"
"Togo","Japan","2000","219031","5"
"Togo","France","2005","1676003","1"
"Togo","China","2005","1181406","2"
"Togo","Hong Kong, China","2005","483513","3"
"Togo","Denmark","2005","359461","4"
"Togo","United States of America","2005","203028","5"
"Togo","India","2010","12382390","1"
"Togo","France","2010","3486558","2"
"Togo","China","2010","1624595","3"
"Togo","Belgium","2010","592865","4"
"Togo","Singapore","2010","546361","5"
"Togo","China","2015","4518153","1"
"Togo","France","2015","3907392","2"
"Togo","Germany","2015","2747867","3"
"Togo","United States of America","2015","1600050","4"
"Togo","Poland","2015","861911","5"
"Togo","China","2020","28287030","1"
"Togo","France","2020","7466825","2"
"Togo","United States of America","2020","5737210","3"
"Togo","United Arab Emirates","2020","3189267","4"
"Togo","Egypt","2020","3089367","5"
"Tonga","New Zealand","2010","2058591","1"
"Tonga","Australia","2010","658027","2"
"Tonga","China","2010","364358","3"
"Tonga","United States of America","2010","256898","4"
"Tonga","Japan","2010","196142","5"
"Tonga","New Zealand","2015","1662304","1"
"Tonga","China","2015","1319019","2"
"Tonga","Japan","2015","721986","3"
"Tonga","Australia","2015","513086","4"
"Tonga","United States of America","2015","472555","5"
"Trinidad and Tobago","United States of America","2000","54497742","1"
"Trinidad and Tobago","China","2000","4736743","2"
"Trinidad and Tobago","Japan","2000","4728274","3"
"Trinidad and Tobago","Germany","2000","3621066","4"
"Trinidad and Tobago","United Kingdom","2000","3520543","5"
"Trinidad and Tobago","United States of America","2005","83806043","1"
"Trinidad and Tobago","China","2005","15792411","2"
"Trinidad and Tobago","Germany","2005","8071249","3"
"Trinidad and Tobago","United Kingdom","2005","6177088","4"
"Trinidad and Tobago","Japan","2005","5096192","5"
"Trinidad and Tobago","United States of America","2010","85211389","1"
"Trinidad and Tobago","China","2010","20870421","2"
"Trinidad and Tobago","Germany","2010","5910379","3"
"Trinidad and Tobago","United Kingdom","2010","5224860","4"
"Trinidad and Tobago","Canada","2010","3570372","5"
"Tunisia","France","2000","76156608","1"
"Tunisia","Italy","2000","34530435","2"
"Tunisia","Germany","2000","33554595","3"
"Tunisia","United States of America","2000","26444366","4"
"Tunisia","Japan","2000","15205474","5"
"Tunisia","France","2005","102706688","1"
"Tunisia","Germany","2005","56420882","2"
"Tunisia","Italy","2005","49766336","3"
"Tunisia","China","2005","35839144","4"
"Tunisia","United States of America","2005","30037227","5"
"Tunisia","France","2010","163848369","1"
"Tunisia","Italy","2010","70443511","2"
"Tunisia","United States of America","2010","66692182","3"
"Tunisia","China","2010","66318624","4"
